asset,raw,FGW,OW,KF,proxy,proxy_name
PE,0.0842378358129195,0.23587914017956346,0.1415247147111797,0.12493736906660739,0.28195774784419775,LPX50
NPI,0.04605326055768616,0.20310862245025005,0.07901053996773089,0.12958067018126623,0.2456592482666715,RMZ
