label,source,start,end,port_loss,SPY,AGG,PE,NPI,mc_percentile,implied_3y_freq_years
GFC,named,2007-09-30,2010-06-30,0.11560201596826271,0.31122319176700614,-0.2168076069211587,0.04574762799636249,0.15358235764400915,96.447,21.108922037714635
COVID,named,2019-12-31,2022-09-30,-0.20509023855441394,-0.23388882105390085,0.09975659908469997,-0.4175996116671291,-0.18057418022007554,45.6659,1.3803486208476812
Worst#1,data-driven,2006-06-30,2009-03-31,0.23112171705291085,0.4267641427165815,-0.16610637106542464,0.1615561358384152,0.35498866813172925,98.8476,65.08156889968772
Worst#2,data-driven,2006-09-30,2009-06-30,0.17397821374164027,0.26012979535003355,-0.1876481553739235,0.17828972174646382,0.4192233082653039,98.00179999999999,37.53378040236181
Worst#3,data-driven,2006-03-31,2008-12-31,0.15419968914109586,0.26178302766611583,-0.17812271794453668,0.1347726677543951,0.34278569816638726,97.57090000000001,30.875632950475545
