asset,weight,mean_3y_ret_in_tail,mean_3y_loss_in_tail,comp_cvar,comp_pct_of_total
SPY,0.4,-0.4075394628874625,0.4075394628874625,0.16301578515498502,87.04219280660097
AGG,0.2,0.10935093930865268,-0.10935093930865268,-0.021870187861730537,-11.677575314362866
PE,0.25,-0.14186985031301907,0.14186985031301907,0.03546746257825477,18.937833002873163
NPI,0.15,-0.07113718654143703,0.07113718654143703,0.010670577981215554,5.697549504888746
